sample_id,smiles,y_true,y_pred,in_druglike_scope,residual,absolute_error
AQSOL_00296,[Re],-0.47550794,-8.263582546141413,False,-7.788074601319101,7.788074601319101
AQSOL_03643,O=S(=O)([O-])c1ccc(O)cc1.[Na+],-8.36319,-0.6765856238437549,False,7.68660407342187,7.68660407342187
AQSOL_03385,[Cr],-10.017,-2.37202559360436,False,7.644974604759898,7.644974604759898
AQSOL_05528,ClC1=C(Cl)C2(Cl)C3CCC4C(CCC3C1(Cl)C2(Cl)Cl)C1(Cl)C(Cl)=C(Cl)C4(Cl)C1(Cl)Cl,-13.1719,-5.853316300868988,True,7.318583494663239,7.318583494663239
AQSOL_01673,N=C(N)N.O=C(O)C1=NN(c2ccc(S(=O)(=O)O)cc2)C(=O)C1N=Nc1ccc(S(=O)(=O)O)cc1.[Cl-].[H+],-7.751247,-1.3907993610388942,False,6.360447568129807,6.360447568129807
AQSOL_01624,CCCCC(=O)OCC(CO)(CO)COCC(CO)(CO)CO,-6.8304567,-0.9345203763757525,True,5.8959363573278605,5.8959363573278605
AQSOL_03413,O=[Nb](=O)O[Nb](=O)=O,-6.9474454,-1.496272029313877,False,5.451173363294766,5.451173363294766
AQSOL_03626,O=C1NC(=O)C(=c2[nH]c(=C3C(=O)NC(=O)NC3=O)c3ccccc23)C(=O)N1,-7.564994,-2.1952372582861117,True,5.369756600051291,5.369756600051291
AQSOL_01581,O=[Si]([O-])O.O=[Si]([O-])O.O=[Si]([O-])[O-].O=[Si]([O-])[O-].[Mg+2].[Mg+2].[Mg+2],-6.5789404,-1.212182893051085,False,5.366757498489442,5.366757498489442
AQSOL_03168,CC(=O)O.CCN=C1C=CC(=C(c2ccc(NCC)c(C)c2)c2ccc(NCC)c(C)c2)C=C1C,-1.0232213,-6.3209454260591755,False,-5.297724171710421,5.297724171710421
AQSOL_03624,CNC(=O)/C(C#N)=c1\[nH]c(=C2C(=O)NC(=O)NC2=O)c2ccccc12,-7.52801,-2.440275327052096,True,5.087734564457914,5.087734564457914
AQSOL_02055,[Sr],-1.1139433,-5.761464083790779,False,-4.647520745396614,4.647520745396614
AQSOL_08345,c1ccc2cc3c(cc4c5c(cccc53)CC4)cc2c1,-2.97,-7.609212441325188,True,-4.639212412714959,4.639212412714959
AQSOL_00679,CC(O)C(=O)O.CCCCC(CC)COC(=O)Nc1ccc(C)c(NC(=O)OCCN(C)C)c1,-0.23519382,-4.814334986238885,False,-4.579141167431283,4.579141167431283
AQSOL_01918,C1=C\CC/C=C\CC/1.C1=C\CC/C=C\CC/1.[Cl].[Cl].[Rh].[Rh],-2.499798,-7.065617465114994,False,-4.565819405651493,4.565819405651493
AQSOL_01619,CC(C)(CO)CO.CCCCCCC(=O)O,-6.670869,-2.139506842891237,False,4.531362030704955,4.531362030704955
