sample_id,Drug_ID,y_true,gine_prediction,xgboost_prediction,gine_absolute_error,xgboost_absolute_error,gine_seed_standard_deviation,nearest_train_similarity,molecular_weight,in_druglike_scope,scaffold_status,smiles
AQSOL_01523,"1,4-xylene 4-(methoxycarbonyl)benzoic acid 4-methylbenzoic acid benzoic acid 1,2,4-trimethyl benzene-1,2,4-tricarboxylate 1,2-dimethyl 4-methylbenzene-1,2-dicarboxylate 1,2-dimethyl benzene-1,2-dicarboxylate 1,3-dimethyl benzene-1,3-dicarboxylate 1,4-dimethyl 2-[4-(methoxycarbonyl)phenyl]benzene-1,4-dicarboxylate 1,4-dimethyl benzene-1,4-dicarboxylate 1-[4-(methoxycarbonyl)phenyl]methyl 4-methyl benzene-1,4-dicarboxylate 1-methyl 4-(4-methylphenyl)methyl benzene-1,4-dicarboxylate 2,6-dimethyl 9-oxo-9H-fluorene-2,6-dicarboxylate [4-(methoxycarbonyl)phenyl]methyl 4-methylbenzoate methyl 1-methyl-6-oxo-6H-benzo[c]chromene-4-carboxylate methyl 2-[4-(methoxycarbonyl)phenyl]-4-methylbenzoate methyl 2-[4-(methoxycarbonyl)phenyl]benzoate methyl 3-[4-(methoxycarbonyl)phenyl]benzoate methyl 4-(dimethoxymethyl)benzoate methyl 4-(hydroxymethyl)benzoate methyl 4-[4-(methoxycarbonyl)phenyl]benzoate methyl 4-formylbenzoate methyl 4-methylbenzoate methyl benzoate",-6.731678009033203,-30.24005953470866,-6.6273465,23.508381525675457,0.1043315090332033,4.57198012441858,0.2162162162162162,5299.456,False,unseen_cyclic_scaffold,COC(=O)c1ccc(-c2cc(C(=O)OC)ccc2C(=O)OC)cc1.COC(=O)c1ccc(-c2cc(C)ccc2C(=O)OC)cc1.COC(=O)c1ccc(-c2ccc(C(=O)OC)cc2)cc1.COC(=O)c1ccc(-c2cccc(C(=O)OC)c2)cc1.COC(=O)c1ccc(-c2ccccc2C(=O)OC)cc1.COC(=O)c1ccc(C(=O)O)cc1.COC(=O)c1ccc(C(=O)OC)c(C(=O)OC)c1.COC(=O)c1ccc(C(=O)OC)cc1.COC(=O)c1ccc(C(=O)OCc2ccc(C)cc2)cc1.COC(=O)c1ccc(C(OC)OC)cc1.COC(=O)c1ccc(C)c2c1oc(=O)c1ccccc12.COC(=O)c1ccc(C)cc1.COC(=O)c1ccc(C)cc1C(=O)OC.COC(=O)c1ccc(C=O)cc1.COC(=O)c1ccc(CO)cc1.COC(=O)c1ccc(COC(=O)c2ccc(C(=O)OC)cc2)cc1.COC(=O)c1ccc(COC(=O)c2ccc(C)cc2)cc1.COC(=O)c1ccc2c(c1)C(=O)c1ccc(C(=O)OC)cc1-2.COC(=O)c1cccc(C(=O)OC)c1.COC(=O)c1ccccc1.COC(=O)c1ccccc1C(=O)OC.Cc1ccc(C(=O)O)cc1.Cc1ccc(C)cc1.O=C(O)c1ccccc1
AQSOL_01920,hexasodium; dioxido-dioxotungsten; trioxotungsten,-0.4724611043930053,-18.022497177124023,-1.3798475,17.550036072731018,0.9073863956069944,10.688398894113313,0.2307692307692307,2967.981,False,acyclic,O=[W](=O)([O-])[O-].O=[W](=O)([O-])[O-].O=[W](=O)([O-])[O-].O=[W](=O)=O.O=[W](=O)=O.O=[W](=O)=O.O=[W](=O)=O.O=[W](=O)=O.O=[W](=O)=O.O=[W](=O)=O.O=[W](=O)=O.O=[W](=O)=O.[Na+].[Na+].[Na+].[Na+].[Na+].[Na+]
AQSOL_00162,barium(+2) cation; iron(+3) cation; oxygen(-2) anion,-8.74485969543457,-20.657210032145183,-4.990118,11.912350336710611,3.7547416954345705,2.2898367898041574,0.6666666666666666,1111.449,False,acyclic,[Ba+2].[Fe+3].[Fe+3].[Fe+3].[Fe+3].[Fe+3].[Fe+3].[Fe+3].[Fe+3].[Fe+3].[Fe+3].[Fe+3].[Fe+3].[O-2].[O-2].[O-2].[O-2].[O-2].[O-2].[O-2].[O-2].[O-2].[O-2].[O-2].[O-2].[O-2].[O-2].[O-2].[O-2].[O-2].[O-2].[O-2]
AQSOL_03492,"2-[(E)-2-(2-chloro-4-{3-chloro-4-[(E)-2-{1-[(2,4-dimethylphenyl)carbamoyl]-2-oxopropyl}diazen-1-yl]phenyl}phenyl)diazen-1-yl]-N-(2,4-dimethylphenyl)-3-oxobutanamide; N-(4-chloro-2,5-dimethoxyphenyl)-2-[(E)-2-(2-chloro-4-{3-chloro-4-[(E)-2-{1-[(2,4-dimethylphenyl)carbamoyl]-2-oxopropyl}diazen-1-yl]phenyl}phenyl)diazen-1-yl]-3-oxobutanamide; N-(4-chloro-2,5-dimethoxyphenyl)-2-[(E)-2-(2-chloro-4-{3-chloro-4-[(E)-2-{1-[(4-chloro-2,5-dimethoxyphenyl)carbamoyl]-2-oxopropyl}diazen-1-yl]phenyl}phenyl)diazen-1-yl]-3-oxobutanamide",-9.052340507507324,-18.35587469736735,-7.98977,9.303534189860027,1.0625705075073242,2.6225053011882093,0.8392857142857143,2256.165,False,seen_cyclic_scaffold,CC(=O)C(N=Nc1ccc(-c2ccc(N=NC(C(C)=O)C(=O)Nc3ccc(C)cc3C)c(Cl)c2)cc1Cl)C(=O)Nc1ccc(C)cc1C.COc1cc(NC(=O)C(N=Nc2ccc(-c3ccc(N=NC(C(C)=O)C(=O)Nc4cc(OC)c(Cl)cc4OC)c(Cl)c3)cc2Cl)C(C)=O)c(OC)cc1Cl.COc1cc(NC(=O)C(N=Nc2ccc(-c3ccc(N=NC(C(C)=O)C(=O)Nc4ccc(C)cc4C)c(Cl)c3)cc2Cl)C(C)=O)c(OC)cc1Cl
AQSOL_03385,chromium,-10.017000198364258,-0.8797112305959066,-4.7825723,9.13728896776835,5.234427898364258,0.600766565471323,0.5,51.996,False,acyclic,[Cr]
AQSOL_03643,sodium 4-hydroxybenzene-1-sulfonate,-8.363189697265625,0.2263570626576741,-0.035903454,8.5895467599233,8.327286243265625,0.2571577795000941,0.5909090909090909,196.159,False,seen_cyclic_scaffold,O=S(=O)([O-])c1ccc(O)cc1.[Na+]
AQSOL_01512,hexanal; pentanal; propanedial,-5.412221908569336,2.97002641359965,-3.3967602,8.382248322168985,2.015461708569336,0.3824078023529489,0.75,258.358,False,acyclic,CCCCC=O.CCCCCC=O.O=CCC=O
AQSOL_03186,aluminium trititanium dodecachloride,-0.1112894043326377,-8.350439389546713,-3.3543756,8.239149985214075,3.2430861956673622,0.4114494875112586,0.6666666666666666,323.02,False,acyclic,[Al+3].[Cl-].[Cl-].[Cl-].[Cl-].[Cl-].[Cl-].[Cl-].[Ti+4]
AQSOL_01689,"titanium(4+) ion bis(2,6-difluoro-3-(1H-pyrrol-1-yl)benzen-1-ide) bis(cyclopenta-2,4-dien-1-ide)",-8.125789642333984,-0.4250875314076741,-7.9972486,7.7007021109263105,0.1285410423339845,1.2095419311964422,0.238095238095238,534.379,False,unseen_cyclic_scaffold,Fc1ccc(-n2c[c-]cc2)c(F)c1.Fc1ccc(-n2c[c-]cc2)c(F)c1.[Ti+4].c1cc[cH-]c1.c1cc[cH-]c1
AQSOL_05548,Dibenzo-18-crown-6,-4.69350004196167,2.963186820348104,-3.938148,7.656686862309774,0.7553520419616699,0.7466379570831332,0.4,360.406,True,unseen_cyclic_scaffold,c1ccc2c(c1)OCCOCCOc1ccccc1OCCOCCO2
